1.277547567613090074e+00,1.734491384735072028e+00,1.344631612746978178e+00,8.302715792642664239e-01,9.851929000021102389e-01,1.709194358861324536e+00,1.906571633908800578e+00,9.278699913743908567e-01,1.558283016524998066e-01
1.131564286281731224e+00,1.780345037346108716e+00,1.397450361131518992e+00,8.450852743866620331e-01,1.047498925392928326e+00,1.909780889082039357e+00,1.952203614181853286e+00,1.351501678839462928e+00,1.944703266389832264e-01
1.009241330620712196e+00,1.736506098708323620e+00,1.573390915427103076e+00,7.893741682580163177e-01,9.622000692050269866e-01,1.517049927565393030e+00,1.957285773731213485e+00,1.416903403252394833e+00,1.716109882118702912e-01
9.095872015031288838e-01,1.737707609603756698e+00,1.671699114610348147e+00,7.390987189317016481e-01,9.140231189116901911e-01,1.989497167693520252e+00,1.612679193134091804e+00,1.182463352701914827e+00,1.898263302079148673e-01
8.060042461500046551e-01,1.676143088969659134e+00,1.673972498358815120e+00,7.037936978832424195e-01,9.501439428619424810e-01,1.930521392649822143e+00,1.577075420348543311e+00,8.868891211572644817e-01,2.229478414070916736e-01
7.661689162683907872e-01,1.826616794862265136e+00,1.682570240354011037e+00,7.139369324121446203e-01,1.009438991079040449e+00,1.632354737438034498e+00,1.706792015861278822e+00,9.403632378998492136e-01,2.237185656941946821e-01
6.508539985356426305e-01,1.730292975509734044e+00,1.624231435532041079e+00,7.263034097522020893e-01,1.072255903508802843e+00,1.707381162594752810e+00,1.910689847012548404e+00,1.345374676772145062e+00,2.347217808120426741e-01
6.325474224357120479e-01,1.781228890302743340e+00,1.705271709564609495e+00,6.657298144595642508e-01,1.092312307226718238e+00,1.747955857248249867e+00,1.967786597540963855e+00,1.024951474725290135e+00,2.439085060649223702e-01
6.078646400474231326e-01,1.835944776709516280e+00,1.847603104402364638e+00,7.128769314588531136e-01,1.105852388254824126e+00,1.685548118082409008e+00,1.986627859314198163e+00,1.098247914585806173e+00,1.512736619166939744e-01
5.914851478311591304e-01,1.709707477267968123e+00,1.835368610268604872e+00,6.462157932099336088e-01,1.118924210286379450e+00,1.660971781015949889e+00,1.708267460555468853e+00,8.844907711155913788e-01,2.099473926997117157e-01
5.308284993031904264e-01,1.707997777425640518e+00,1.718194131707942773e+00,6.367287808178229147e-01,1.164423403214313035e+00,1.989039912170156743e+00,1.913494243388314642e+00,9.245150483011488340e-01,1.852574168530812526e-01
5.266354965408819311e-01,1.736322394475645625e+00,1.695985054418622129e+00,7.023253948380923095e-01,1.186767156281663516e+00,1.851833627901325441e+00,1.859518824746317689e+00,1.168657333525302100e+00,2.195495924944619592e-01
5.260955128557327498e-01,1.785786140045728665e+00,1.753380553947720744e+00,6.593421538531984982e-01,1.260880750274717466e+00,1.615492315371833687e+00,1.569515402785112146e+00,1.058142725752955426e+00,2.087069053804684882e-01
4.826931844942478067e-01,1.737825463956158112e+00,1.683516552709927394e+00,6.702547673903781478e-01,1.285374265962060614e+00,1.560334869801798918e+00,1.680219249806614856e+00,1.065319056439274270e+00,2.458698294537513540e-01
5.083382622818367613e-01,1.769233424235337360e+00,1.838958580296718104e+00,6.224104971325656877e-01,1.358470992733210148e+00,1.900598405313573158e+00,1.749026193814936514e+00,1.094237060509006820e+00,1.963830218394955751e-01
4.818561168489843838e-01,1.747495025855346773e+00,1.639020998271866203e+00,6.428366000849208284e-01,1.375812137740642704e+00,1.877425641593998495e+00,1.778511797903962632e+00,1.195824265647477569e+00,2.135917690670078306e-01
4.972098885409474422e-01,1.752021880550021393e+00,1.708624335277048711e+00,6.090639773482906527e-01,1.406884652484323928e+00,1.504519609867819074e+00,1.546190145177463116e+00,1.066424614058503861e+00,2.185416352117479089e-01
4.802417042147741899e-01,1.694562431931235569e+00,1.701462442543667297e+00,6.119364537420401984e-01,1.388513176287845319e+00,1.990606526772416673e+00,1.547021890164931968e+00,1.430493598298218316e+00,1.588543447169530054e-01
4.842722067015056697e-01,1.680266711525089551e+00,1.635828538255119202e+00,5.547672200828067668e-01,1.337629609668221198e+00,1.770339210217713788e+00,1.545365639750958975e+00,1.107199303208704189e+00,2.480244366943472056e-01
4.698646798783808753e-01,1.790661115298731731e+00,1.655928327948954726e+00,5.463178367605519004e-01,1.409611613856771140e+00,1.765002443033732327e+00,1.602299948888159076e+00,1.009490132327951040e+00,2.109346568290275392e-01
4.596973442364760132e-01,1.803640317780478286e+00,1.580517911695160649e+00,5.335295940294978445e-01,1.449171271717197840e+00,1.898729560674689232e+00,1.664623853054074454e+00,1.074028733834088367e+00,1.695497819894011826e-01
4.776069622849207219e-01,1.795176715466388018e+00,1.616285363213270099e+00,5.392520747085788324e-01,1.504928425573387019e+00,1.809176767218653836e+00,1.536482062977441165e+00,1.261437275599093466e+00,1.739495693946323529e-01
4.699374641414243992e-01,1.745888736621990622e+00,1.539904442801169004e+00,5.111329141170419810e-01,1.488457254082182768e+00,1.801930509656609614e+00,1.986174984279326150e+00,1.134198380099544323e+00,1.510955429567928943e-01
4.660779991478365969e-01,1.764911104580365819e+00,1.656483298348301547e+00,5.027869440072925133e-01,1.442593454353410243e+00,1.518999780718155446e+00,1.710161234170894495e+00,1.414196763475643825e+00,1.911540077040821128e-01
4.433812587859523036e-01,1.700966602082768730e+00,1.644965497710874081e+00,4.492250951040326901e-01,1.410182651423298461e+00,1.710443945111519648e+00,1.867583562984465262e+00,1.013321797360094756e+00,1.984413898789628983e-01
4.523395171200872422e-01,1.621629273467051213e+00,1.659375087015260819e+00,4.506871552520800850e-01,1.472956798887454788e+00,1.677544937697751370e+00,1.893357311340500670e+00,1.321350819474282012e+00,2.281841273814748661e-01
4.665278115421148120e-01,1.711851870154959876e+00,1.659947997126295594e+00,4.220392468780252426e-01,1.429725311386763620e+00,1.627985928326109999e+00,1.715851255389996943e+00,1.323960858587988731e+00,1.813649074370607128e-01
4.589143821102226739e-01,1.655787201813228693e+00,1.745676089780274332e+00,3.843319662876780729e-01,1.435988822962704470e+00,1.919044740482932276e+00,1.852306577626976036e+00,1.475592271376691134e+00,1.634028046881286500e-01
4.783776534144065784e-01,1.730721900055052664e+00,1.740077738406307972e+00,3.705678516310990656e-01,1.379802647600791632e+00,1.791372887901333311e+00,1.872488261488749028e+00,1.396310133779958385e+00,2.376597511288860987e-01
4.901948847336791149e-01,1.732039329100772740e+00,1.790139784373393050e+00,3.377618226184693762e-01,1.305420158663143537e+00,1.668911075986535097e+00,1.905436275759797127e+00,1.499678427825945626e+00,1.893134181954103934e-01
9.205007167132233104e-01,6.492103935187761854e-01,6.002399235361497443e-01,6.920544011034049925e-01,5.450286515373607976e-01,1.989667010575571160e+00,1.949721315669000532e+00,8.452730398554568758e-01,1.661747031537091357e-01
8.568401049847772510e-01,8.098801948423519637e-01,7.868932314700918251e-01,7.181091770255414453e-01,5.788414015632228349e-01,1.980582920842824279e+00,1.817931287307612997e+00,9.169482508987334413e-01,1.601273835973804349e-01
7.956694378418626146e-01,9.831913932394249489e-01,9.650109967200197758e-01,6.725854108634292672e-01,5.955082776013022050e-01,1.989386792215055433e+00,1.611078455765947437e+00,1.490394226983248638e+00,1.651480737496100193e-01
7.519027984475166182e-01,1.164227839759743421e+00,1.022707380115596143e+00,6.899152512261741421e-01,5.920029252595558900e-01,1.669091264848068468e+00,1.693041576405681647e+00,7.813746767231256607e-01,1.774212907304655307e-01
6.880981138057692403e-01,1.227530632900328822e+00,1.140577088011251128e+00,7.047101159242210588e-01,5.983318810463730264e-01,1.915089637368955211e+00,1.554997198226979016e+00,1.485825557357600912e+00,2.380234408044814842e-01
6.511488043956151772e-01,1.485452821491261899e+00,1.260845098145167098e+00,6.328015956240850004e-01,5.783995025430270776e-01,1.959241726209669743e+00,1.646437495822659081e+00,8.948637871449452996e-01,1.918481406860255145e-01
6.045898028689240533e-01,1.496536883146005081e+00,1.302954382466315897e+00,6.158372974572516867e-01,6.219588202814003708e-01,1.899390804758292361e+00,1.953818244365601808e+00,9.473984024155367445e-01,2.361569895087268778e-01
