8.279874597474424780e-01,1.285585392944286420e+00,9.426229590783818946e-01,8.421804119554785473e-01,8.388983929028775988e-01
7.637012308079482725e-01,1.387119429913949986e+00,1.031996983400805590e+00,8.913389905842725724e-01,9.319178998938258962e-01
6.872618533816098330e-01,1.471989801315941815e+00,1.171424509610618614e+00,8.479967336287035362e-01,9.313435771124498608e-01
6.303877351738582657e-01,1.577071105984586108e+00,1.314545776566016011e+00,8.020548634900624974e-01,9.247392571414944085e-01
5.951556402765885156e-01,1.574738488414505699e+00,1.383390572408155217e+00,7.671320624983631875e-01,9.204098166766391254e-01
5.649040307617591017e-01,1.669774490567493830e+00,1.461654060312195025e+00,7.458290845799318003e-01,9.380901137331673079e-01
5.403515945012581367e-01,1.659415674678923924e+00,1.515021471398791064e+00,7.000574198852078656e-01,9.227535647952711528e-01
5.285851525828380026e-01,1.677709899196512033e+00,1.513011319915827491e+00,7.051406262463448815e-01,9.607756792302983850e-01
5.145358607778688365e-01,1.722444663975611467e+00,1.556895683359107885e+00,7.235546999198094742e-01,1.034050263556827831e+00
5.026371961273016220e-01,1.706265105571750373e+00,1.559355594930792899e+00,6.863007076568100606e-01,1.027832764550216549e+00
4.953349595670017980e-01,1.717209311302949404e+00,1.620508129363004368e+00,6.598056480057239437e-01,1.026477214732813836e+00
4.881656716693691944e-01,1.743914207588729726e+00,1.685305276866000623e+00,6.401322848916944919e-01,1.044545210148808190e+00
4.842645676366330587e-01,1.734302144982669214e+00,1.730838209760549473e+00,6.098866094296455653e-01,1.032036337423745564e+00
4.810039692409233680e-01,1.747588688474011498e+00,1.775672272035365706e+00,5.857311860756273525e-01,1.029628296894617545e+00
4.774202170264785217e-01,1.724754982585111174e+00,1.728748202623914487e+00,5.883660682892497551e-01,1.075798682668665407e+00
4.763930635242008549e-01,1.712126649532777378e+00,1.732667026303877700e+00,5.470066692242655515e-01,1.036732087066887020e+00
4.757927312439477752e-01,1.669144015917189527e+00,1.746599700414012801e+00,4.964493349435009084e-01,9.869806568556045434e-01
4.739716426636969016e-01,1.694049072989727733e+00,1.762199202075345861e+00,4.913340225139610218e-01,1.017450756675368106e+00
4.740073542641242144e-01,1.661676798575126623e+00,1.751845265480240998e+00,4.653690729903787737e-01,9.933586044048122732e-01
4.713465642590460303e-01,1.692797577255420682e+00,1.790473278673403446e+00,4.771026306584545407e-01,1.068473995662720055e+00
4.688584257998911764e-01,1.722026589668820495e+00,1.824562176423148330e+00,4.861675642569123212e-01,1.144015440905179704e+00
4.678427314969911266e-01,1.725601348731353957e+00,1.811522204555369608e+00,4.754884411596613791e-01,1.172686742774219582e+00
4.660297757153183951e-01,1.703263038092890147e+00,1.815454379711727073e+00,4.858973622899172562e-01,1.236206546695559405e+00
4.658302160533822622e-01,1.724095976912600747e+00,1.773138411543016879e+00,4.683114558133105176e-01,1.243138952001260567e+00
4.653545724349087420e-01,1.782349488004508764e+00,1.765853063780649324e+00,4.555969091714930364e-01,1.263155849079814486e+00
4.631006197907440725e-01,1.775827092837860333e+00,1.751297000628848188e+00,4.690111768193890307e-01,1.349803572654683537e+00
4.615317390949462695e-01,1.802827258792589094e+00,1.772269037555732174e+00,4.756456404248756153e-01,1.412186740827774400e+00
4.616798868772263864e-01,1.736915955353433461e+00,1.696843106778369359e+00,4.542211010318055187e-01,1.416048046018096418e+00
4.636254745792282583e-01,1.700845789175000844e+00,1.640050157850786450e+00,4.137843842504930758e-01,1.354233826978839428e+00
4.658639769661160335e-01,1.762482401591166870e+00,1.731696173230617086e+00,3.733568814391421409e-01,1.280867305536882439e+00
4.633218904223843637e-01,1.773995155843671734e+00,1.732692826285883614e+00,3.893375702939186334e-01,1.384874609361041564e+00
4.656773845557320435e-01,1.775020910842045829e+00,1.713388846841106261e+00,3.525544069221152044e-01,1.305055780401077392e+00
4.650688740244659503e-01,1.743382054555834504e+00,1.680333591945486482e+00,3.483755782966728720e-01,1.336679057311623176e+00
4.632536474598470400e-01,1.737711790656019772e+00,1.666066108086673214e+00,3.572558364832321143e-01,1.413912703637807855e+00
4.633865631003594721e-01,1.741502113985875733e+00,1.721731272369746435e+00,3.448924650753294463e-01,1.418401142052083008e+00
4.646842876301805481e-01,1.760851827049757290e+00,1.736575000821324100e+00,3.235416394600567069e-01,1.376245344125629710e+00
4.658515924867184244e-01,1.791453220017395598e+00,1.758537005880575155e+00,3.020309988964228753e-01,1.340585154544069013e+00
4.631139601078034795e-01,1.790299146235396544e+00,1.769508790822781785e+00,3.150385831226175104e-01,1.458443377634913718e+00
4.631420341549835618e-01,1.785496181505742186e+00,1.740370593271818311e+00,3.064670362619568156e-01,1.465159764078511451e+00
4.606727116310603276e-01,1.815052783549251147e+00,1.712170042229189670e+00,3.154592135926970742e-01,1.574280916194675362e+00
8.910625334109818496e-01,1.390032763286563666e+00,9.911753420849686025e-01,8.218249237723980194e-01,7.993916522062147756e-01
8.178148635543248668e-01,1.442005259174992116e+00,1.117550554153968978e+00,7.890112407894575020e-01,7.909654124331704228e-01
7.371161869449632809e-01,1.458813857951053450e+00,1.318270169084279075e+00,7.304643316460349700e-01,7.608083268283990508e-01
7.011517717883886114e-01,1.477602249272880419e+00,1.379750496867772291e+00,7.486256097225783002e-01,8.055749992378724578e-01
6.552578676235758515e-01,1.499438566913850579e+00,1.446079026030065107e+00,7.215022964557782359e-01,8.055791116476919145e-01
6.162266913248529709e-01,1.581809601065900850e+00,1.463314682124513988e+00,7.256183799561353176e-01,8.487788564766975963e-01
5.893810980510084674e-01,1.569155090080972315e+00,1.477077390193001438e+00,6.840261160927334494e-01,8.245904449890992804e-01
5.673330165898785582e-01,1.637520628128853906e+00,1.510445057975319472e+00,6.962633030503813103e-01,8.746704967307197265e-01
5.466071241171898132e-01,1.653644606883746704e+00,1.535440487144942745e+00,6.632192154597420508e-01,8.661014840957391714e-01
5.329227410739773019e-01,1.676777700250875025e+00,1.589975102409296071e+00,6.891986719114393534e-01,9.366952395792015329e-01
5.197794987571494607e-01,1.714273728821643861e+00,1.639112543803953548e+00,6.926391128962640087e-01,9.808852590319976361e-01
5.085942648353072304e-01,1.746033160736511158e+00,1.624530071003552845e+00,6.368827085575181624e-01,9.374139927870412947e-01
5.005939037126835300e-01,1.729432269246045539e+00,1.631208262597519498e+00,6.439738449692984368e-01,9.850051694533008551e-01
4.922150338342533016e-01,1.716237849354283806e+00,1.702968775189114492e+00,6.289617095882501507e-01,1.010405874574988205e+00
4.882185284341802878e-01,1.745467046110951603e+00,1.759583450722547626e+00,5.849190819161772525e-01,9.723047300290390549e-01
4.851458667368260258e-01,1.745120022871353704e+00,1.747853177095988197e+00,5.450182307379254354e-01,9.392169427014980254e-01
4.818070821477578036e-01,1.782449003885427041e+00,1.716315551735030809e+00,5.475878909488525181e-01,9.769947493515768189e-01
4.792722496353746808e-01,1.717820879017989411e+00,1.734101340486500220e+00,5.194101221085996034e-01,9.690942285327265315e-01
4.783909572634268970e-01,1.756425720095890153e+00,1.700900621546138636e+00,4.860391123779964628e-01,9.389911540387981814e-01
4.782599479159108657e-01,1.717456100575431410e+00,1.718471044341628673e+00,4.353026755894128796e-01,8.817804188111749708e-01
4.786538757886794060e-01,1.766169538653061588e+00,1.678309668970147106e+00,3.943776920363158411e-01,8.321320825549149980e-01
4.789985341554360287e-01,1.732553293408311879e+00,1.683226099301347922e+00,3.667701007094598120e-01,8.001335857491103098e-01
4.781149772559608602e-01,1.747165355467246384e+00,1.718563253732886320e+00,3.613198250265853284e-01,8.186337114081470023e-01
